REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,UOM,VALUE
2022,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,1856500
2022,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,1970200
2022,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,3087700
2022,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,3242400
2022,Canada,65 years and over,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,1234700
2022,Canada,65 years and over,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,1357800
2022,Canada,65 years and over,Both sexes,Diabetes,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,Asthma,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,3066900
2022,Canada,65 years and over,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,3205800
2022,Canada,65 years and over,Both sexes,High blood pressure,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,527300
2022,Canada,65 years and over,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,606000
2022,Canada,65 years and over,Both sexes,Mood disorder,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Anxiety disorder,"Low 95% confidence interval, number of persons",Number,600500
2022,Canada,65 years and over,Both sexes,Anxiety disorder,"High 95% confidence interval, number of persons",Number,683000
2022,Canada,65 years and over,Both sexes,Anxiety disorder,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,590000
2022,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,665200
2022,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,530200
2022,Canada,65 years and over,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,601900
2022,Canada,65 years and over,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,562500
2022,Canada,65 years and over,Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,630800
2022,Canada,65 years and over,Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,185200
2022,Canada,65 years and over,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,229600
2022,Canada,65 years and over,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Ever used e-cigarette or vaping device,"Low 95% confidence interval, number of persons",Number,290500
2022,Canada,65 years and over,Both sexes,Ever used e-cigarette or vaping device,"High 95% confidence interval, number of persons",Number,351200
2022,Canada,65 years and over,Both sexes,Ever used e-cigarette or vaping device,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons",Number,62800
2022,Canada,65 years and over,Both sexes,"Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons",Number,96700
2022,Canada,65 years and over,Both sexes,"Used e-cigarette or vaping device, past 30 days",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,661000
2022,Canada,65 years and over,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,736600
2022,Canada,65 years and over,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2022,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4674000
2022,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4805700
2022,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,5919700
2022,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,6037900
2022,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6490600
2022,Canada,65 years and over,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6588000
2022,Canada,65 years and over,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
